game_date,pitcher_name,opponent,ballpark,fantasy_points,last_start_fp,season_avg_fp_prior,streamer_category
8/19/2025,Nick Pivetta,SFG,SDP,26,21.6,16.54166667,Auto Start
8/24/2025,Nick Pivetta,LAD,SDP,16,26,16.92,Auto Start
8/30/2025,Nick Pivetta,MIN,MIN,12,16,16.88461538,Auto Start
9/5/2025,Nick Pivetta,COL,COL,10,12,16.7037037,Auto Start
9/10/2025,Nick Pivetta,CIN,SDP,24,10,16.46428571,Auto Start
9/17/2025,Nick Pivetta,NYM,NYM,4.6,24,16.72413793,Auto Start
9/22/2025,Nick Pivetta,MIL,SDP,5.6,4.6,16.32,Auto Start
5/6/2025,Lucas Giolito,TEX,BOS,-11.4,12,12,Probably Start
5/11/2025,Lucas Giolito,KCR,KCR,23.6,-11.4,0.3,Probably Start
5/17/2025,Lucas Giolito,ATL,BOS,-7,23.6,8.066666667,Probably Start
5/24/2025,Lucas Giolito,BAL,BOS,19,-7,4.3,Probably Start
5/30/2025,Lucas Giolito,ATL,ATL,6.6,19,7.24,Probably Start
6/4/2025,Lucas Giolito,LAA,BOS,-18.4,6.6,7.133333333,Probably Start
6/10/2025,Lucas Giolito,TBR,BOS,21,-18.4,3.485714286,Questionable Start
6/16/2025,Lucas Giolito,SEA,SEA,29,21,5.675,Questionable Start
6/22/2025,Lucas Giolito,SFG,SFG,13,29,8.266666667,Probably Start
6/28/2025,Lucas Giolito,TOR,BOS,24,13,8.74,Probably Start
7/4/2025,Lucas Giolito,WSN,WSN,24.6,24,10.12727273,Probably Start
7/9/2025,Lucas Giolito,COL,BOS,25,24.6,11.33333333,Probably Start
7/18/2025,Lucas Giolito,CHC,CHC,6.3,25,12.38461538,Questionable Start
7/23/2025,Lucas Giolito,PHI,PHI,-3,6.3,11.95,Probably Start
7/29/2025,Lucas Giolito,MIN,MIN,19,-3,10.95333333,Probably Start
8/3/2025,Lucas Giolito,HOU,BOS,27,19,11.45625,Questionable Start
8/9/2025,Lucas Giolito,SDP,SDP,-5.4,27,12.37058824,Probably Start
8/15/2025,Lucas Giolito,MIA,BOS,13.3,-5.4,11.38333333,NA
8/21/2025,Lucas Giolito,NYY,NYY,2.6,13.3,11.48421053,Questionable Start
8/26/2025,Lucas Giolito,BAL,BAL,32,2.6,11.04,Probably Start
8/31/2025,Lucas Giolito,PIT,BOS,19,32,12.03809524,Probably Start
9/6/2025,Lucas Giolito,ARI,ARI,3,19,12.35454545,Probably Start
9/12/2025,Lucas Giolito,NYY,BOS,13.6,3,11.94782609,Questionable Start
9/17/2025,Lucas Giolito,ATH,BOS,-0.7,13.6,12.01666667,Probably Start
9/23/2025,Lucas Giolito,TOR,TOR,6.6,-0.7,11.508,Questionable Start
4/3/2025,Antonio Senzatela,PHI,PHI,8.3,1.3,1.3,Do Not Start
4/9/2025,Antonio Senzatela,MIL,COL,-9.7,8.3,4.8,Do Not Start
4/14/2025,Antonio Senzatela,LAD,LAD,-4.7,-9.7,-0.033333333,Do Not Start
4/20/2025,Antonio Senzatela,WSN,COL,16,-4.7,-1.2,Do Not Start
4/26/2025,Antonio Senzatela,CIN,COL,3,16,2.24,NA
5/2/2025,Antonio Senzatela,SFG,SFG,2,3,2.366666667,Do Not Start
5/9/2025,Antonio Senzatela,SDP,COL,-4.4,2,2.314285714,Do Not Start
5/14/2025,Antonio Senzatela,TEX,TEX,-8.4,-4.4,1.475,Do Not Start
5/20/2025,Antonio Senzatela,PHI,COL,2,-8.4,0.377777778,Do Not Start
5/25/2025,Antonio Senzatela,NYY,COL,1.3,2,0.54,NA
5/31/2025,Antonio Senzatela,NYM,NYM,-10,1.3,0.609090909,Do Not Start
6/12/2025,Antonio Senzatela,SFG,COL,-12,-10,-0.275,Do Not Start
6/17/2025,Antonio Senzatela,WSN,WSN,14,-12,-1.176923077,Do Not Start
6/22/2025,Antonio Senzatela,ARI,COL,16.3,14,-0.092857143,Do Not Start
6/28/2025,Antonio Senzatela,MIL,MIL,-6.7,16.3,1,Do Not Start
7/4/2025,Antonio Senzatela,CHW,COL,5.6,-6.7,0.51875,Do Not Start
7/9/2025,Antonio Senzatela,BOS,BOS,1,5.6,0.817647059,Do Not Start
7/19/2025,Antonio Senzatela,MIN,COL,16,1,0.827777778,Do Not Start
7/26/2025,Antonio Senzatela,BAL,BAL,-5,16,1.626315789,Do Not Start
8/1/2025,Antonio Senzatela,PIT,COL,-24.4,-5,1.295,Do Not Start
8/17/2025,Antonio Senzatela,ARI,COL,12,-24.4,0.071428571,Do Not Start
8/22/2025,Antonio Senzatela,PIT,PIT,-5,12,0.613636364,Do Not Start
4/2/2025,Luis Castillo,DET,SEA,20,10,10,Auto Start
4/8/2025,Luis Castillo,HOU,SEA,14,20,15,Auto Start
4/15/2025,Luis Castillo,CIN,CIN,-7.7,14,14.66666667,Auto Start
4/20/2025,Luis Castillo,TOR,TOR,7,-7.7,9.075,Auto Start
4/26/2025,Luis Castillo,MIA,SEA,25,7,8.66,NA
5/3/2025,Luis Castillo,TEX,TEX,12,25,11.38333333,Probably Start
5/9/2025,Luis Castillo,TOR,SEA,-1,12,11.47142857,Auto Start
5/14/2025,Luis Castillo,NYY,SEA,14,-1,9.9125,Questionable Start
5/19/2025,Luis Castillo,CHW,CHW,28,14,10.36666667,Auto Start
5/25/2025,Luis Castillo,HOU,HOU,8,28,12.13,NA
6/1/2025,Luis Castillo,MIN,SEA,17,8,11.75454545,Probably Start
6/7/2025,Luis Castillo,LAA,LAA,4,17,12.19166667,Probably Start
6/13/2025,Luis Castillo,CLE,SEA,15,4,11.56153846,Probably Start
6/18/2025,Luis Castillo,BOS,SEA,12,15,11.80714286,Probably Start
6/24/2025,Luis Castillo,MIN,MIN,-1,12,11.82,Probably Start
6/29/2025,Luis Castillo,TEX,TEX,11,-1,11.01875,Questionable Start
7/5/2025,Luis Castillo,PIT,SEA,32,11,11.01764706,Probably Start
7/11/2025,Luis Castillo,DET,DET,12,32,12.18333333,Probably Start
7/18/2025,Luis Castillo,HOU,SEA,25.6,12,12.17368421,Probably Start
7/23/2025,Luis Castillo,MIL,SEA,6,25.6,12.845,Probably Start
7/28/2025,Luis Castillo,ATH,ATH,23,6,12.51904762,Probably Start
8/2/2025,Luis Castillo,TEX,SEA,7.3,23,12.99545455,Probably Start
8/8/2025,Luis Castillo,TBR,SEA,17,7.3,12.74782609,Probably Start
8/15/2025,Luis Castillo,NYM,NYM,-5,17,12.925,NA
8/20/2025,Luis Castillo,PHI,PHI,-4,-5,12.208,Probably Start
8/26/2025,Luis Castillo,SDP,SEA,3,-4,11.58461538,Questionable Start
9/1/2025,Luis Castillo,TBR,TBR,0,3,11.26666667,Questionable Start
9/7/2025,Luis Castillo,ATL,ATL,23,0,10.86428571,Questionable Start
9/12/2025,Luis Castillo,LAA,SEA,16,23,11.28275862,Probably Start
9/18/2025,Luis Castillo,KCR,KCR,23,16,11.44,Probably Start
9/24/2025,Luis Castillo,COL,SEA,33.3,23,11.81290323,Auto Start
7/23/2025,Sean Manaea,LAA,NYM,19,13,13,Probably Start
7/29/2025,Sean Manaea,SDP,SDP,14,19,16,Probably Start
8/4/2025,Sean Manaea,CLE,NYM,1.6,14,15.33333333,Probably Start
8/10/2025,Sean Manaea,MIL,MIL,1,1.6,11.9,Probably Start
8/15/2025,Sean Manaea,SEA,NYM,7,1,9.72,NA
8/21/2025,Sean Manaea,WSN,WSN,8.6,7,9.266666667,Probably Start
8/26/2025,Sean Manaea,PHI,NYM,10.6,8.6,9.171428571,Questionable Start
9/1/2025,Sean Manaea,DET,DET,-3.4,10.6,9.35,Probably Start
9/9/2025,Sean Manaea,PHI,PHI,6,-3.4,7.933333333,Questionable Start
9/21/2025,Sean Manaea,WSN,NYM,2,6,7.74,Questionable Start
9/28/2025,Sean Manaea,MIA,MIA,4.6,2,7.218181818,Questionable Start
4/1/2025,Luis Severino,CHC,ATH,5,17,17,Questionable Start
4/7/2025,Luis Severino,SDP,ATH,6,5,11,Questionable Start
4/13/2025,Luis Severino,NYM,ATH,12.6,6,9.333333333,Questionable Start
4/19/2025,Luis Severino,MIL,MIL,25,12.6,10.15,Questionable Start
4/25/2025,Luis Severino,CHW,ATH,11,25,13.12,Probably Start
4/30/2025,Luis Severino,TEX,TEX,8,11,12.76666667,Questionable Start
5/5/2025,Luis Severino,SEA,ATH,6,8,12.08571429,Questionable Start
5/11/2025,Luis Severino,NYY,ATH,-13,6,11.325,Do Not Start
5/17/2025,Luis Severino,SFG,SFG,18,-13,8.622222222,Questionable Start
5/22/2025,Luis Severino,LAA,ATH,12,18,9.56,Do Not Start
5/28/2025,Luis Severino,HOU,HOU,15,12,9.781818182,Do Not Start
6/2/2025,Luis Severino,MIN,ATH,-9.4,15,10.21666667,Questionable Start
6/7/2025,Luis Severino,BAL,ATH,-1.4,-9.4,8.707692308,Do Not Start
6/13/2025,Luis Severino,KCR,KCR,17.6,-1.4,7.985714286,Questionable Start
6/18/2025,Luis Severino,HOU,ATH,6,17.6,8.626666667,Do Not Start
6/24/2025,Luis Severino,DET,DET,-5,6,8.4625,Do Not Start
6/29/2025,Luis Severino,NYY,NYY,-5.4,-5,7.670588235,Do Not Start
7/5/2025,Luis Severino,SFG,ATH,-2.7,-5.4,6.944444444,Do Not Start
7/11/2025,Luis Severino,TOR,ATH,9.6,-2.7,6.436842105,Do Not Start
7/19/2025,Luis Severino,CLE,CLE,14,9.6,6.595,Do Not Start
7/24/2025,Luis Severino,HOU,HOU,26,14,6.947619048,Do Not Start
7/29/2025,Luis Severino,SEA,ATH,17,26,7.813636364,Do Not Start
8/5/2025,Luis Severino,WSN,WSN,15,17,8.213043478,Questionable Start
9/2/2025,Luis Severino,STL,STL,15,15,8.495833333,Questionable Start
9/7/2025,Luis Severino,LAA,LAA,11,15,8.756,Do Not Start
9/13/2025,Luis Severino,CIN,ATH,-1,11,8.842307692,Probably Start
9/19/2025,Luis Severino,PIT,PIT,13,-1,8.477777778,Probably Start
9/24/2025,Luis Severino,HOU,ATH,24.3,13,8.639285714,NA
4/2/2025,Carlos Rodon,ARI,NYY,8,19.3,19.3,Auto Start
4/7/2025,Carlos Rodon,DET,DET,9,8,13.65,Auto Start
4/13/2025,Carlos Rodon,SFG,NYY,9.6,9,12.1,Auto Start
4/18/2025,Carlos Rodon,TBR,TBR,26,9.6,11.475,Auto Start
4/23/2025,Carlos Rodon,CLE,CLE,28,26,14.38,Auto Start
4/29/2025,Carlos Rodon,BAL,BAL,23,28,16.65,Auto Start
5/5/2025,Carlos Rodon,SDP,NYY,19.6,23,17.55714286,Auto Start
5/10/2025,Carlos Rodon,ATH,ATH,12,19.6,17.8125,Auto Start
5/16/2025,Carlos Rodon,NYM,NYY,17,12,17.16666667,Auto Start
5/22/2025,Carlos Rodon,TEX,NYY,27,17,17.15,Auto Start
5/27/2025,Carlos Rodon,LAA,LAA,31,27,18.04545455,Auto Start
6/3/2025,Carlos Rodon,CLE,NYY,26,31,19.125,Auto Start
6/8/2025,Carlos Rodon,BOS,NYY,4,26,19.65384615,Auto Start
6/14/2025,Carlos Rodon,BOS,BOS,4,4,18.53571429,Auto Start
6/19/2025,Carlos Rodon,LAA,NYY,19,4,17.56666667,Auto Start
6/24/2025,Carlos Rodon,CIN,CIN,18,19,17.65625,Auto Start
6/30/2025,Carlos Rodon,TOR,TOR,7,18,17.67647059,Auto Start
7/5/2025,Carlos Rodon,NYM,NYM,-1,7,17.08333333,Auto Start
7/11/2025,Carlos Rodon,CHC,NYY,32,-1,16.13157895,Auto Start
7/21/2025,Carlos Rodon,TOR,TOR,4,32,16.925,Auto Start
7/27/2025,Carlos Rodon,PHI,NYY,17.3,4,16.30952381,Auto Start
8/1/2025,Carlos Rodon,MIA,MIA,6.6,17.3,16.35454545,Auto Start
8/6/2025,Carlos Rodon,TEX,TEX,4,6.6,15.93043478,Auto Start
8/12/2025,Carlos Rodon,MIN,NYY,26,4,15.43333333,Auto Start
8/19/2025,Carlos Rodon,TBR,TBR,17,26,15.856,Auto Start
8/24/2025,Carlos Rodon,BOS,NYY,13.6,17,15.9,Auto Start
8/29/2025,Carlos Rodon,CHW,CHW,17,13.6,15.81481481,Auto Start
9/4/2025,Carlos Rodon,HOU,HOU,19,17,15.85714286,Auto Start
9/10/2025,Carlos Rodon,DET,NYY,14,19,15.96551724,Auto Start
9/15/2025,Carlos Rodon,MIN,MIN,12,14,15.9,Auto Start
9/20/2025,Carlos Rodon,BAL,BAL,27,12,15.77419355,Auto Start
9/25/2025,Carlos Rodon,CHW,NYY,17,27,16.125,Auto Start
7/12/2025,Brandon Woodruff,WSN,MIL,13.3,27,27,Probably Start
7/21/2025,Brandon Woodruff,SEA,SEA,26,13.3,20.15,Probably Start
7/27/2025,Brandon Woodruff,MIA,MIL,13,26,22.1,Auto Start
8/2/2025,Brandon Woodruff,WSN,WSN,25,13,19.825,Auto Start
8/8/2025,Brandon Woodruff,NYM,MIL,25,25,20.86,Auto Start
8/13/2025,Brandon Woodruff,PIT,MIL,10,25,21.55,Auto Start
8/19/2025,Brandon Woodruff,CHC,CHC,4.3,10,19.9,Auto Start
8/25/2025,Brandon Woodruff,ARI,MIL,12.6,4.3,17.95,Auto Start
8/31/2025,Brandon Woodruff,TOR,TOR,-6.7,12.6,17.35555556,Auto Start
9/6/2025,Brandon Woodruff,PIT,PIT,29,-6.7,14.95,Auto Start
9/17/2025,Brandon Woodruff,LAA,MIL,25,29,16.22727273,Auto Start
4/2/2025,Kyle Freeland,PHI,PHI,6.6,23,23,Questionable Start
4/8/2025,Kyle Freeland,MIL,COL,5.3,6.6,14.8,Do Not Start
4/13/2025,Kyle Freeland,SDP,SDP,-3,5.3,11.63333333,Do Not Start
4/20/2025,Kyle Freeland,WSN,COL,2,-3,7.975,Do Not Start
4/25/2025,Kyle Freeland,CIN,COL,-6.7,2,6.78,Do Not Start
5/1/2025,Kyle Freeland,SFG,SFG,8,-6.7,4.533333333,Do Not Start
5/8/2025,Kyle Freeland,DET,COL,-11,8,5.028571429,Do Not Start
5/13/2025,Kyle Freeland,TEX,TEX,10,-11,3.025,Do Not Start
5/19/2025,Kyle Freeland,PHI,COL,10.3,10,3.8,Do Not Start
5/24/2025,Kyle Freeland,NYY,COL,-4.4,10.3,4.45,Do Not Start
5/30/2025,Kyle Freeland,NYM,NYM,9,-4.4,3.645454545,Do Not Start
6/4/2025,Kyle Freeland,MIA,MIA,23.3,9,4.091666667,Do Not Start
6/11/2025,Kyle Freeland,SFG,COL,8,23.3,5.569230769,Do Not Start
6/27/2025,Kyle Freeland,MIL,MIL,-9,8,5.742857143,Do Not Start
7/3/2025,Kyle Freeland,HOU,COL,6,-9,4.76,Do Not Start
7/8/2025,Kyle Freeland,BOS,BOS,9.6,6,4.8375,Do Not Start
7/18/2025,Kyle Freeland,MIN,COL,16,9.6,5.117647059,Do Not Start
7/25/2025,Kyle Freeland,BAL,BAL,6,16,5.722222222,Do Not Start
7/30/2025,Kyle Freeland,CLE,CLE,2,6,5.736842105,Do Not Start
8/6/2025,Kyle Freeland,TOR,COL,-4.4,2,5.55,Do Not Start
8/12/2025,Kyle Freeland,STL,STL,21.3,-4.4,5.076190476,Do Not Start
8/18/2025,Kyle Freeland,LAD,COL,6,21.3,5.813636364,Do Not Start
8/23/2025,Kyle Freeland,PIT,PIT,1,6,5.82173913,Do Not Start
8/28/2025,Kyle Freeland,HOU,HOU,10,1,5.620833333,Do Not Start
9/2/2025,Kyle Freeland,SFG,COL,-6,10,5.796,Do Not Start
9/5/2025,Kyle Freeland,SDP,COL,37,-6,5.342307692,Do Not Start
9/10/2025,Kyle Freeland,LAD,LAD,8.6,37,6.514814815,Do Not Start
9/16/2025,Kyle Freeland,MIA,COL,-4.4,8.6,6.589285714,Do Not Start
9/21/2025,Kyle Freeland,LAA,COL,22,-4.4,6.210344828,Do Not Start
9/27/2025,Kyle Freeland,SFG,SFG,12,22,6.736666667,Questionable Start
7/12/2025,Aaron Bummer,STL,STL,-3,2.3,2.3,NA
4/4/2025,Tyler Mahle,TBR,TEX,22,-1.4,-1.4,Questionable Start
4/9/2025,Tyler Mahle,CHC,CHC,25,22,10.3,Questionable Start
4/15/2025,Tyler Mahle,LAA,TEX,27,25,15.2,Questionable Start
4/20/2025,Tyler Mahle,LAD,TEX,20,27,18.15,Do Not Start
4/26/2025,Tyler Mahle,SFG,SFG,3,20,18.52,NA
5/1/2025,Tyler Mahle,ATH,TEX,16,3,15.93333333,Questionable Start
5/7/2025,Tyler Mahle,BOS,BOS,6,16,15.94285714,Questionable Start
5/12/2025,Tyler Mahle,COL,TEX,21.3,6,14.7,Probably Start
5/17/2025,Tyler Mahle,HOU,TEX,17,21.3,15.43333333,Questionable Start
5/23/2025,Tyler Mahle,CHW,CHW,4,17,15.59,Probably Start
5/28/2025,Tyler Mahle,TOR,TEX,16,4,14.53636364,Questionable Start
6/3/2025,Tyler Mahle,TBR,TBR,5.3,16,14.65833333,Probably Start
6/10/2025,Tyler Mahle,MIN,MIN,4.6,5.3,13.93846154,Probably Start
9/19/2025,Tyler Mahle,MIA,TEX,13.6,4.6,13.27142857,Do Not Start
9/25/2025,Tyler Mahle,MIN,TEX,11,13.6,13.29333333,Questionable Start
6/15/2025,Scott Blewett,LAA,BAL,1.6,0,0,NA
5/11/2025,Ryan Yarbrough,ATH,ATH,11,8,8,NA
5/21/2025,Ryan Yarbrough,TEX,NYY,18,11,9.5,Do Not Start
5/26/2025,Ryan Yarbrough,LAA,LAA,25,18,12.33333333,Do Not Start
6/1/2025,Ryan Yarbrough,LAD,LAD,22,25,15.5,Do Not Start
6/7/2025,Ryan Yarbrough,BOS,NYY,-12,22,16.8,Questionable Start
6/13/2025,Ryan Yarbrough,BOS,BOS,6.6,-12,12,Do Not Start
6/18/2025,Ryan Yarbrough,LAA,NYY,8.3,6.6,11.22857143,Questionable Start
6/20/2025,Austin Gomber,ARI,COL,-18.4,16,16,Do Not Start
6/26/2025,Austin Gomber,LAD,COL,9,-18.4,-1.2,Do Not Start
7/2/2025,Austin Gomber,HOU,COL,3,9,2.2,Do Not Start
7/7/2025,Austin Gomber,BOS,BOS,1.6,3,2.4,Do Not Start
7/13/2025,Austin Gomber,CIN,CIN,3.3,1.6,2.24,Do Not Start
7/21/2025,Austin Gomber,STL,COL,0.6,3.3,2.416666667,Do Not Start
7/27/2025,Austin Gomber,BAL,BAL,-0.7,0.6,2.157142857,Do Not Start
8/2/2025,Austin Gomber,PIT,COL,8,-0.7,1.8,Do Not Start
8/8/2025,Austin Gomber,ARI,ARI,1,8,2.488888889,Do Not Start
8/13/2025,Austin Gomber,STL,STL,-3,1,2.34,Do Not Start
8/19/2025,Austin Gomber,LAD,COL,-14,-3,1.854545455,Do Not Start
8/25/2025,Brennan Bernardino,BAL,BAL,4,3.6,3.6,NA
9/3/2025,Brennan Bernardino,CLE,BOS,-3.4,4,3.8,NA
4/6/2025,Sean Newcomb,STL,BOS,6.6,-2,-2,Do Not Start
4/11/2025,Sean Newcomb,CHW,CHW,6,6.6,2.3,Do Not Start
4/16/2025,Sean Newcomb,TBR,TBR,10.6,6,3.533333333,Do Not Start
4/23/2025,Sean Newcomb,SEA,BOS,5,10.6,5.3,Do Not Start
4/9/2025,Grant Holmes,PHI,ATL,11,-1,-1,Probably Start
4/14/2025,Grant Holmes,TOR,TOR,20.6,11,5,Probably Start
4/20/2025,Grant Holmes,MIN,ATL,17.6,20.6,10.2,Probably Start
4/26/2025,Grant Holmes,ARI,ARI,-0.4,17.6,12.05,NA
5/2/2025,Grant Holmes,LAD,ATL,17,-0.4,9.56,Do Not Start
5/7/2025,Grant Holmes,CIN,ATL,4.3,17,10.8,Probably Start
5/12/2025,Grant Holmes,WSN,ATL,15.3,4.3,9.871428571,Probably Start
5/17/2025,Grant Holmes,BOS,BOS,12,15.3,10.55,Questionable Start
5/24/2025,Grant Holmes,SDP,ATL,23,12,10.71111111,Questionable Start
5/30/2025,Grant Holmes,BOS,ATL,11.6,23,11.94,Probably Start
6/5/2025,Grant Holmes,ARI,ATL,1.3,11.6,11.90909091,Questionable Start
6/10/2025,Grant Holmes,MIL,MIL,10.3,1.3,11.025,Probably Start
6/15/2025,Grant Holmes,COL,ATL,24.3,10.3,10.96923077,Probably Start
6/21/2025,Grant Holmes,MIA,MIA,15.6,24.3,11.92142857,Probably Start
6/26/2025,Grant Holmes,NYM,NYM,8,15.6,12.16666667,Probably Start
7/1/2025,Grant Holmes,LAA,ATL,22,8,11.90625,NA
7/6/2025,Grant Holmes,BAL,ATL,12,22,12.5,Probably Start
7/11/2025,Grant Holmes,STL,STL,-11,12,12.47222222,Probably Start
7/20/2025,Grant Holmes,NYY,ATL,5,-11,11.23684211,Questionable Start
7/26/2025,Grant Holmes,TEX,TEX,-2,5,10.925,Probably Start
4/2/2025,Pablo Lopez,CHW,CHW,24,6,6,Auto Start
4/8/2025,Pablo Lopez,KCR,KCR,14.6,24,15,Auto Start
4/25/2025,Pablo Lopez,LAA,MIN,15,14.6,14.86666667,Auto Start
4/30/2025,Pablo Lopez,CLE,CLE,16.3,15,14.9,Auto Start
5/6/2025,Pablo Lopez,BAL,MIN,26,16.3,15.18,Auto Start
5/11/2025,Pablo Lopez,SFG,MIN,9,26,16.98333333,Auto Start
5/17/2025,Pablo Lopez,MIL,MIL,25,9,15.84285714,Auto Start
5/23/2025,Pablo Lopez,KCR,MIN,11.6,25,16.9875,Auto Start
5/28/2025,Pablo Lopez,TBR,TBR,1,11.6,16.38888889,Auto Start
6/3/2025,Pablo Lopez,ATH,ATH,13,1,14.85,Auto Start
9/5/2025,Pablo Lopez,KCR,KCR,11,13,14.68181818,Probably Start
9/12/2025,Pablo Lopez,ARI,MIN,14,11,14.375,Auto Start
9/19/2025,Pablo Lopez,CLE,MIN,5,14,14.34615385,Auto Start
9/25/2025,Jalen Beeks,LAD,ARI,1,4,4,NA
5/10/2025,Ranger Suarez,CLE,CLE,27,-7.4,-7.4,Probably Start
5/16/2025,Ranger Suarez,PIT,PHI,19,27,9.8,Probably Start
5/22/2025,Ranger Suarez,COL,COL,20.6,19,12.86666667,Probably Start
5/27/2025,Ranger Suarez,ATL,PHI,24,20.6,14.8,Probably Start
6/1/2025,Ranger Suarez,MIL,PHI,11,24,16.64,Probably Start
6/7/2025,Ranger Suarez,PIT,PIT,16,11,15.7,Auto Start
6/13/2025,Ranger Suarez,TOR,PHI,26,16,15.74285714,Probably Start
6/18/2025,Ranger Suarez,MIA,MIA,26,26,17.025,Auto Start
6/24/2025,Ranger Suarez,HOU,HOU,20.6,26,18.02222222,Auto Start
6/29/2025,Ranger Suarez,ATL,ATL,27,20.6,18.28,Auto Start
7/5/2025,Ranger Suarez,CIN,PHI,12,27,19.07272727,Auto Start
7/11/2025,Ranger Suarez,SDP,SDP,7.6,12,18.48333333,Auto Start
7/20/2025,Ranger Suarez,LAA,PHI,-8.7,7.6,17.64615385,Auto Start
7/26/2025,Ranger Suarez,NYY,NYY,18.6,-8.7,15.76428571,Probably Start
8/1/2025,Ranger Suarez,DET,PHI,16,18.6,15.95333333,Auto Start
8/6/2025,Ranger Suarez,BAL,PHI,2.3,16,15.95625,Auto Start
8/12/2025,Ranger Suarez,CIN,CIN,-5.7,2.3,15.15294118,Auto Start
8/18/2025,Ranger Suarez,SEA,PHI,25.6,-5.7,13.99444444,Auto Start
8/24/2025,Ranger Suarez,WSN,PHI,34,25.6,14.60526316,Auto Start
8/29/2025,Ranger Suarez,ATL,PHI,4,34,15.575,Auto Start
9/4/2025,Ranger Suarez,MIL,MIL,19,4,15.02380952,Auto Start
9/9/2025,Ranger Suarez,NYM,PHI,31,19,15.20454545,Auto Start
9/15/2025,Ranger Suarez,LAD,LAD,8,31,15.89130435,Auto Start
9/21/2025,Ranger Suarez,ARI,ARI,-7,8,15.5625,Auto Start
9/27/2025,Ranger Suarez,MIN,PHI,1.3,-7,14.66,Auto Start
4/2/2025,Framber Valdez,SFG,HOU,6,24,24,Auto Start
4/8/2025,Framber Valdez,SEA,SEA,23,6,15,Auto Start
4/14/2025,Framber Valdez,STL,STL,-10,23,17.66666667,Auto Start
4/20/2025,Framber Valdez,SDP,HOU,6,-10,10.75,Auto Start
4/26/2025,Framber Valdez,KCR,KCR,20,6,9.8,NA
5/2/2025,Framber Valdez,CHW,CHW,4,20,11.5,Auto Start
5/7/2025,Framber Valdez,MIL,MIL,26,4,10.42857143,Auto Start
5/13/2025,Framber Valdez,KCR,HOU,22,26,12.375,Auto Start
5/18/2025,Framber Valdez,TEX,TEX,21,22,13.44444444,Auto Start
5/24/2025,Framber Valdez,SEA,HOU,18,21,14.2,Auto Start
5/30/2025,Framber Valdez,TBR,HOU,35,18,14.54545455,Auto Start
6/5/2025,Framber Valdez,PIT,PIT,26,35,16.25,Auto Start
6/12/2025,Framber Valdez,CHW,HOU,20,26,17,Auto Start
6/18/2025,Framber Valdez,ATH,ATH,12,20,17.21428571,Auto Start
6/24/2025,Framber Valdez,PHI,HOU,16,12,16.86666667,Auto Start
6/29/2025,Framber Valdez,CHC,HOU,22,16,16.8125,Auto Start
7/5/2025,Framber Valdez,LAD,LAD,13,22,17.11764706,Auto Start
7/12/2025,Framber Valdez,TEX,HOU,24,13,16.88888889,Auto Start
7/22/2025,Framber Valdez,ARI,ARI,20,24,17.26315789,Auto Start
7/28/2025,Framber Valdez,WSN,HOU,23,20,17.4,Auto Start
8/3/2025,Framber Valdez,BOS,BOS,3,23,17.66666667,Auto Start
8/9/2025,Framber Valdez,NYY,NYY,-3.4,3,17,Auto Start
8/15/2025,Framber Valdez,BAL,HOU,8.6,-3.4,16.11304348,NA
8/20/2025,Framber Valdez,DET,DET,-8,8.6,15.8,Auto Start
8/27/2025,Framber Valdez,COL,HOU,26,-8,14.848,Auto Start
9/2/2025,Framber Valdez,NYY,HOU,2,26,15.27692308,Auto Start
9/7/2025,Framber Valdez,TEX,TEX,14,2,14.78518519,Auto Start
9/14/2025,Framber Valdez,ATL,ATL,-6,14,14.75714286,Auto Start
9/20/2025,Framber Valdez,SEA,HOU,-3.4,-6,14.04137931,Auto Start
9/25/2025,Framber Valdez,ATH,ATH,25,-3.4,13.46,Probably Start
8/8/2025,Matt Gage,WSN,SFG,4,4,4,NA
4/4/2025,Jack Flaherty,CHW,DET,20.6,11.6,11.6,Auto Start
4/9/2025,Jack Flaherty,NYY,DET,18.3,20.6,16.1,Auto Start
4/15/2025,Jack Flaherty,MIL,MIL,3.6,18.3,16.83333333,Auto Start
4/22/2025,Jack Flaherty,SDP,DET,18,3.6,13.525,Auto Start
4/28/2025,Jack Flaherty,HOU,HOU,3,18,14.42,Auto Start
5/3/2025,Jack Flaherty,LAA,LAA,6.6,3,12.51666667,Auto Start
5/10/2025,Jack Flaherty,TEX,DET,-3,6.6,11.67142857,Auto Start
5/16/2025,Jack Flaherty,TOR,TOR,16.6,-3,9.8375,Auto Start
5/22/2025,Jack Flaherty,CLE,DET,14.6,16.6,10.58888889,Auto Start
5/27/2025,Jack Flaherty,SFG,DET,28,14.6,10.99,Auto Start
6/2/2025,Jack Flaherty,CHW,CHW,20,28,12.53636364,Auto Start
6/8/2025,Jack Flaherty,CHC,DET,27,20,13.15833333,Probably Start
6/14/2025,Jack Flaherty,CIN,DET,-6.4,27,14.22307692,Auto Start
6/20/2025,Jack Flaherty,TBR,TBR,-15.7,-6.4,12.75,Auto Start
6/25/2025,Jack Flaherty,ATH,DET,10,-15.7,10.85333333,Probably Start
7/2/2025,Jack Flaherty,WSN,WSN,11,10,10.8,Probably Start
7/8/2025,Jack Flaherty,TBR,DET,14.3,11,10.81176471,Probably Start
7/13/2025,Jack Flaherty,SEA,DET,12,14.3,11.00555556,Probably Start
