game_date,pitcher_name,opponent,ballpark,fantasy_points,last_start_fp,season_avg_fp_prior,streamer_category
4/26/2025,Keider Montero,BAL,DET,6.3,0.3,2.15,NA
5/8/2025,Keider Montero,COL,COL,21,6.3,3.533333333,Do Not Start
5/26/2025,Keider Montero,SFG,DET,20,21,7.9,Do Not Start
6/1/2025,Keider Montero,KCR,KCR,6.6,20,10.32,Do Not Start
7/7/2025,Keider Montero,TBR,DET,20,6.6,9.7,Do Not Start
7/19/2025,Keider Montero,TEX,TEX,2.3,20,11.17142857,Do Not Start
7/25/2025,Keider Montero,TOR,DET,-4,2.3,10.0625,Do Not Start
9/14/2025,Keider Montero,MIA,MIA,22,-4,8.5,NA
9/20/2025,Keider Montero,ATL,DET,-1,22,9.85,Do Not Start
9/27/2025,Keider Montero,BOS,BOS,12.3,-1,8.863636364,NA
8/18/2025,Yoendrys Gomez,ATL,ATL,9,23,23,Do Not Start
8/24/2025,Yoendrys Gomez,MIN,CHW,13.6,9,16,Do Not Start
8/29/2025,Yoendrys Gomez,NYY,CHW,2,13.6,15.2,Do Not Start
9/3/2025,Yoendrys Gomez,MIN,MIN,10,2,11.9,Do Not Start
9/9/2025,Yoendrys Gomez,TBR,CHW,6,10,11.52,Questionable Start
9/14/2025,Yoendrys Gomez,CLE,CLE,12,6,10.6,Questionable Start
9/20/2025,Yoendrys Gomez,SDP,CHW,7.3,12,10.8,Do Not Start
9/26/2025,Yoendrys Gomez,WSN,WSN,5,7.3,10.3625,Questionable Start
6/26/2025,Janson Junk,SFG,SFG,-7.4,18,18,Do Not Start
7/2/2025,Janson Junk,MIN,MIA,15,-7.4,5.3,Do Not Start
7/7/2025,Janson Junk,CIN,CIN,23,15,8.533333333,Do Not Start
7/12/2025,Janson Junk,BAL,BAL,23,23,12.15,Questionable Start
7/20/2025,Janson Junk,KCR,MIA,1,23,14.32,Questionable Start
7/26/2025,Janson Junk,MIL,MIL,11,1,12.1,Questionable Start
8/1/2025,Janson Junk,NYY,MIA,0,11,11.94285714,Do Not Start
8/6/2025,Janson Junk,HOU,MIA,9,0,10.45,Questionable Start
8/12/2025,Janson Junk,CLE,CLE,5,9,10.28888889,NA
8/17/2025,Janson Junk,BOS,BOS,14,5,9.76,Do Not Start
8/23/2025,Janson Junk,TOR,MIA,5.6,14,10.14545455,Do Not Start
9/8/2025,Janson Junk,WSN,MIA,-6.7,5.6,9.766666667,Do Not Start
9/13/2025,Janson Junk,DET,MIA,8,-6.7,8.5,Do Not Start
9/19/2025,Janson Junk,TEX,TEX,21,8,8.464285714,Do Not Start
9/25/2025,Janson Junk,PHI,PHI,9.6,21,9.3,Do Not Start
4/5/2025,JP Sears,COL,COL,11.3,16.6,16.6,Do Not Start
4/11/2025,JP Sears,NYM,ATH,6,11.3,13.95,Do Not Start
4/17/2025,JP Sears,CHW,CHW,20,6,11.3,Questionable Start
4/23/2025,JP Sears,TEX,ATH,15,20,13.475,Do Not Start
4/28/2025,JP Sears,TEX,TEX,20.6,15,13.78,Do Not Start
5/4/2025,JP Sears,MIA,MIA,12.3,20.6,14.91666667,Questionable Start
5/10/2025,JP Sears,NYY,ATH,12,12.3,14.54285714,Do Not Start
5/16/2025,JP Sears,SFG,SFG,-3,12,14.225,Questionable Start
5/21/2025,JP Sears,LAA,ATH,-1,-3,12.31111111,Questionable Start
5/27/2025,JP Sears,HOU,HOU,-18.7,-1,10.98,Do Not Start
6/1/2025,JP Sears,TOR,TOR,7,-18.7,8.281818182,Do Not Start
6/6/2025,JP Sears,BAL,ATH,8,7,8.175,Do Not Start
6/11/2025,JP Sears,LAA,LAA,16.3,8,8.161538462,Do Not Start
6/17/2025,JP Sears,HOU,ATH,-8.7,16.3,8.742857143,Do Not Start
6/22/2025,JP Sears,CLE,ATH,5,-8.7,7.58,Do Not Start
6/28/2025,JP Sears,NYY,NYY,19.6,5,7.41875,Do Not Start
7/4/2025,JP Sears,SFG,ATH,24,19.6,8.135294118,Questionable Start
7/10/2025,JP Sears,ATL,ATH,11,24,9.016666667,Do Not Start
7/18/2025,JP Sears,CLE,CLE,-3,11,9.121052632,Questionable Start
7/23/2025,JP Sears,TEX,TEX,17,-3,8.515,Questionable Start
7/28/2025,JP Sears,SEA,ATH,6.3,17,8.919047619,Do Not Start
8/4/2025,JP Sears,ARI,ARI,-2,6.3,8.8,Questionable Start
8/20/2025,JP Sears,SFG,SDP,18,-2,8.330434783,Questionable Start
8/25/2025,JP Sears,SEA,SEA,-0.4,18,8.733333333,Questionable Start
9/12/2025,JP Sears,COL,SDP,6.3,-0.4,8.368,Questionable Start
9/28/2025,JP Sears,ARI,SDP,10.6,6.3,8.288461538,Questionable Start
9/9/2025,Luis Garcia,TOR,TOR,3.6,20,20,Do Not Start
8/9/2025,Braxton Ashcraft,CIN,PIT,8.3,10,10,NA
8/15/2025,Braxton Ashcraft,CHC,CHC,14,8.3,9.15,NA
8/22/2025,Braxton Ashcraft,COL,PIT,24,14,10.76666667,NA
8/28/2025,Braxton Ashcraft,STL,STL,13.6,24,14.075,Questionable Start
9/3/2025,Braxton Ashcraft,LAD,PIT,7,13.6,13.98,Do Not Start
9/15/2025,Braxton Ashcraft,CHC,PIT,2,7,12.81666667,Do Not Start
9/25/2025,Braxton Ashcraft,CIN,CIN,4.3,2,11.27142857,Do Not Start
5/20/2025,Ryan Weathers,CHC,MIA,12,20,20,Questionable Start
5/26/2025,Ryan Weathers,SDP,SDP,15.6,12,16,Probably Start
6/1/2025,Ryan Weathers,SFG,MIA,9,15.6,15.86666667,Probably Start
6/7/2025,Ryan Weathers,TBR,TBR,0,9,14.15,Probably Start
9/11/2025,Ryan Weathers,WSN,MIA,19,0,11.32,Questionable Start
9/17/2025,Ryan Weathers,COL,COL,-2,19,12.6,Questionable Start
9/24/2025,Ryan Weathers,PHI,PHI,2.6,-2,10.51428571,Questionable Start
4/27/2025,Brayan Bello,CLE,CLE,12,14,14,Questionable Start
5/2/2025,Brayan Bello,MIN,BOS,16.6,12,13,Questionable Start
5/8/2025,Brayan Bello,TEX,BOS,4.6,16.6,14.2,Probably Start
5/13/2025,Brayan Bello,DET,DET,4.6,4.6,11.8,Questionable Start
5/18/2025,Brayan Bello,ATL,BOS,-13.7,4.6,10.36,Questionable Start
5/23/2025,Brayan Bello,BAL,BOS,8,-13.7,6.35,Do Not Start
5/28/2025,Brayan Bello,MIL,MIL,7.6,8,6.585714286,Questionable Start
6/3/2025,Brayan Bello,LAA,BOS,8,7.6,6.7125,Questionable Start
6/9/2025,Brayan Bello,TBR,BOS,8.3,8,6.855555556,Questionable Start
6/15/2025,Brayan Bello,NYY,BOS,28,8.3,7,Do Not Start
6/21/2025,Brayan Bello,SFG,SFG,17,28,8.909090909,Questionable Start
6/27/2025,Brayan Bello,TOR,BOS,2,17,9.583333333,Questionable Start
7/8/2025,Brayan Bello,COL,BOS,32,2,9,Probably Start
7/13/2025,Brayan Bello,TBR,BOS,20.3,32,10.64285714,Questionable Start
7/19/2025,Brayan Bello,CHC,CHC,9,20.3,11.28666667,Questionable Start
7/25/2025,Brayan Bello,LAD,BOS,6.3,9,11.14375,Questionable Start
7/30/2025,Brayan Bello,MIN,MIN,19,6.3,10.85882353,Probably Start
8/4/2025,Brayan Bello,KCR,BOS,21,19,11.31111111,Questionable Start
8/10/2025,Brayan Bello,SDP,SDP,3.6,21,11.82105263,Questionable Start
8/16/2025,Brayan Bello,MIA,BOS,17.3,3.6,11.41,Probably Start
8/22/2025,Brayan Bello,NYY,NYY,27,17.3,11.69047619,Questionable Start
8/27/2025,Brayan Bello,BAL,BAL,16.6,27,12.38636364,Probably Start
9/1/2025,Brayan Bello,CLE,BOS,9,16.6,12.56956522,Probably Start
9/7/2025,Brayan Bello,ARI,ARI,9,9,12.42083333,Probably Start
9/13/2025,Brayan Bello,NYY,BOS,3,9,12.284,Questionable Start
9/18/2025,Brayan Bello,ATH,BOS,2,3,11.92692308,Probably Start
9/25/2025,Brayan Bello,TOR,TOR,8,2,11.55925926,Questionable Start
4/4/2025,Randy Vasquez,CHC,CHC,3.6,13,13,Do Not Start
4/9/2025,Randy Vasquez,ATH,ATH,15,3.6,8.3,Do Not Start
4/15/2025,Randy Vasquez,CHC,SDP,6,15,10.53333333,Do Not Start
4/21/2025,Randy Vasquez,DET,DET,-13,6,9.4,Do Not Start
4/27/2025,Randy Vasquez,TBR,SDP,0.6,-13,4.92,Do Not Start
5/3/2025,Randy Vasquez,PIT,PIT,5,0.6,4.2,Do Not Start
5/9/2025,Randy Vasquez,COL,COL,17,5,4.314285714,Do Not Start
5/14/2025,Randy Vasquez,LAA,SDP,21,17,5.9,Do Not Start
5/21/2025,Randy Vasquez,TOR,TOR,8.6,21,7.577777778,Do Not Start
5/26/2025,Randy Vasquez,MIA,SDP,10.3,8.6,7.68,Do Not Start
6/1/2025,Randy Vasquez,PIT,SDP,-4.7,10.3,7.918181818,Questionable Start
6/6/2025,Randy Vasquez,MIL,MIL,8.6,-4.7,6.866666667,Do Not Start
6/11/2025,Randy Vasquez,LAD,SDP,11.6,8.6,7,Do Not Start
6/17/2025,Randy Vasquez,LAD,LAD,7,11.6,7.328571429,Do Not Start
6/22/2025,Randy Vasquez,KCR,SDP,12,7,7.306666667,Do Not Start
6/28/2025,Randy Vasquez,CIN,CIN,-3.7,12,7.6,Do Not Start
7/4/2025,Randy Vasquez,TEX,SDP,9,-3.7,6.935294118,Do Not Start
7/10/2025,Randy Vasquez,ARI,SDP,0.3,9,7.05,Do Not Start
7/21/2025,Randy Vasquez,MIA,MIA,2.3,0.3,6.694736842,Do Not Start
7/26/2025,Randy Vasquez,STL,STL,10.6,2.3,6.475,Do Not Start
8/2/2025,Randy Vasquez,STL,SDP,-3,10.6,6.671428571,Do Not Start
9/6/2025,Randy Vasquez,COL,COL,14,-3,6.231818182,Do Not Start
9/11/2025,Randy Vasquez,COL,SDP,28,14,6.569565217,Questionable Start
9/18/2025,Randy Vasquez,NYM,NYM,-3.7,28,7.4625,Do Not Start
9/23/2025,Randy Vasquez,MIL,SDP,26,-3.7,7.016,Do Not Start
4/5/2025,Brady Singer,MIL,MIL,11,31,31,Probably Start
4/11/2025,Brady Singer,PIT,CIN,12,11,21,Probably Start
4/17/2025,Brady Singer,SEA,CIN,3.3,12,18,Probably Start
4/23/2025,Brady Singer,MIA,MIA,23,3.3,14.325,Probably Start
4/30/2025,Brady Singer,STL,CIN,15,23,16.06,Probably Start
5/5/2025,Brady Singer,ATL,ATL,3,15,15.88333333,Questionable Start
5/10/2025,Brady Singer,HOU,HOU,-16.7,3,14.04285714,Questionable Start
5/16/2025,Brady Singer,CLE,CIN,12,-16.7,10.2,Questionable Start
5/21/2025,Brady Singer,PIT,PIT,5,12,10.4,Probably Start
5/27/2025,Brady Singer,KCR,KCR,17,5,9.86,Questionable Start
6/2/2025,Brady Singer,MIL,CIN,6,17,10.50909091,Probably Start
6/8/2025,Brady Singer,ARI,CIN,6,6,10.13333333,Do Not Start
6/14/2025,Brady Singer,DET,DET,18,6,9.815384615,Do Not Start
6/20/2025,Brady Singer,STL,STL,18,18,10.4,Questionable Start
6/25/2025,Brady Singer,NYY,CIN,7,18,10.90666667,Do Not Start
7/1/2025,Brady Singer,BOS,BOS,4,7,10.6625,Questionable Start
7/7/2025,Brady Singer,MIA,CIN,6,4,10.27058824,Questionable Start
7/12/2025,Brady Singer,COL,CIN,13.3,6,10.03333333,Probably Start
7/21/2025,Brady Singer,WSN,WSN,-13.7,13.3,10.20526316,Questionable Start
7/27/2025,Brady Singer,TBR,CIN,28.3,-13.7,9.01,Questionable Start
8/1/2025,Brady Singer,ATL,CIN,28,28.3,9.928571429,Questionable Start
8/7/2025,Brady Singer,PIT,PIT,-6.4,28,10.75,Probably Start
8/12/2025,Brady Singer,PHI,CIN,26,-6.4,10.00434783,Do Not Start
8/18/2025,Brady Singer,LAA,LAA,18,26,10.67083333,Questionable Start
8/24/2025,Brady Singer,ARI,ARI,21,18,10.964,Probably Start
8/31/2025,Brady Singer,STL,CIN,20,21,11.35,Questionable Start
9/6/2025,Brady Singer,NYM,CIN,18,20,11.67037037,Questionable Start
9/12/2025,Brady Singer,ATH,ATH,14,18,11.89642857,Questionable Start
9/17/2025,Brady Singer,STL,STL,19.6,14,11.96896552,Probably Start
9/23/2025,Brady Singer,PIT,CIN,3.3,19.6,12.22333333,Probably Start
9/28/2025,Brady Singer,MIL,MIL,2.3,3.3,11.93548387,Questionable Start
4/6/2025,Drew Rasmussen,TEX,TEX,13,22,22,Auto Start
4/12/2025,Drew Rasmussen,ATL,TBR,17,13,17.5,Auto Start
4/18/2025,Drew Rasmussen,NYY,TBR,14.6,17,17.33333333,Auto Start
4/24/2025,Drew Rasmussen,ARI,ARI,6,14.6,16.65,Auto Start
4/30/2025,Drew Rasmussen,KCR,TBR,5,6,14.52,Auto Start
5/6/2025,Drew Rasmussen,PHI,TBR,1.3,5,12.93333333,Auto Start
5/11/2025,Drew Rasmussen,MIL,TBR,7,1.3,11.27142857,Auto Start
5/17/2025,Drew Rasmussen,MIA,MIA,24,7,10.7375,Auto Start
5/23/2025,Drew Rasmussen,TOR,TBR,20,24,12.21111111,Probably Start
5/28/2025,Drew Rasmussen,MIN,TBR,26,20,12.99,Probably Start
6/3/2025,Drew Rasmussen,TEX,TBR,27,26,14.17272727,Auto Start
6/8/2025,Drew Rasmussen,MIA,TBR,10,27,15.24166667,Auto Start
6/14/2025,Drew Rasmussen,NYM,NYM,7,10,14.83846154,Auto Start
6/19/2025,Drew Rasmussen,BAL,TBR,9.3,7,14.27857143,Auto Start
6/25/2025,Drew Rasmussen,KCR,KCR,21,9.3,13.94666667,Auto Start
6/30/2025,Drew Rasmussen,ATH,TBR,-3,21,14.3875,Auto Start
7/6/2025,Drew Rasmussen,MIN,MIN,3,-3,13.36470588,Probably Start
7/11/2025,Drew Rasmussen,BOS,BOS,1,3,12.78888889,NA
7/22/2025,Drew Rasmussen,CHW,TBR,9,1,12.16842105,Probably Start
7/28/2025,Drew Rasmussen,NYY,NYY,15,9,12.01,Questionable Start
8/2/2025,Drew Rasmussen,LAD,TBR,22.3,15,12.15238095,Do Not Start
8/8/2025,Drew Rasmussen,SEA,SEA,18,22.3,12.61363636,Probably Start
8/13/2025,Drew Rasmussen,ATH,ATH,23,18,12.84782609,Probably Start
8/20/2025,Drew Rasmussen,NYY,TBR,13,23,13.27083333,Probably Start
8/27/2025,Drew Rasmussen,CLE,CLE,14,13,13.26,Probably Start
9/2/2025,Drew Rasmussen,SEA,TBR,7,14,13.28846154,Probably Start
9/7/2025,Drew Rasmussen,CLE,TBR,11,7,13.05555556,Auto Start
9/13/2025,Drew Rasmussen,CHC,CHC,7,11,12.98214286,Probably Start
9/19/2025,Drew Rasmussen,BOS,TBR,2,7,12.77586207,Questionable Start
9/25/2025,Drew Rasmussen,BAL,BAL,5.3,2,12.41666667,Probably Start
5/28/2025,George Kirby,WSN,SEA,-2,-3.4,-3.4,Auto Start
6/3/2025,George Kirby,BAL,SEA,5,-2,-2.7,Auto Start
6/8/2025,George Kirby,LAA,LAA,34,5,-0.133333333,Probably Start
6/14/2025,George Kirby,CLE,SEA,8,34,8.4,Auto Start
6/20/2025,George Kirby,CHC,CHC,2,8,8.32,Auto Start
6/25/2025,George Kirby,MIN,MIN,15,2,7.266666667,Auto Start
6/30/2025,George Kirby,KCR,SEA,23,15,8.371428571,Auto Start
7/6/2025,George Kirby,PIT,SEA,28.3,23,10.2,Auto Start
7/12/2025,George Kirby,DET,DET,10,28.3,12.21111111,Auto Start
7/21/2025,George Kirby,MIL,SEA,7,10,11.99,Auto Start
7/26/2025,George Kirby,LAA,LAA,20,7,11.53636364,Auto Start
7/31/2025,George Kirby,TEX,SEA,24,20,12.24166667,Auto Start
8/6/2025,George Kirby,CHW,SEA,21,24,13.14615385,Auto Start
8/12/2025,George Kirby,BAL,BAL,30,21,13.70714286,Auto Start
8/17/2025,George Kirby,NYM,NYM,-12.4,30,14.79333333,Auto Start
8/23/2025,George Kirby,ATH,SEA,12,-12.4,13.09375,Auto Start
8/29/2025,George Kirby,CLE,CLE,17,12,13.02941176,Auto Start
9/3/2025,George Kirby,TBR,TBR,-17,17,13.25,Auto Start
9/9/2025,George Kirby,STL,SEA,-1,-17,11.65789474,Auto Start
9/14/2025,George Kirby,LAA,SEA,30.3,-1,11.025,Auto Start
9/20/2025,George Kirby,HOU,HOU,25,30.3,11.94285714,Auto Start
9/26/2025,George Kirby,LAD,SEA,17,25,12.53636364,Questionable Start
6/6/2025,Paxton Schultz,MIN,MIN,-3,9.6,9.6,NA
4/3/2025,Hunter Brown,MIN,MIN,22,14,14,Auto Start
4/9/2025,Hunter Brown,SEA,SEA,19,22,18,Auto Start
4/15/2025,Hunter Brown,STL,STL,21,19,18.33333333,Auto Start
4/21/2025,Hunter Brown,TOR,HOU,32,21,19,Auto Start
4/27/2025,Hunter Brown,KCR,KCR,22,32,21.6,Auto Start
5/3/2025,Hunter Brown,CHW,CHW,19,22,21.66666667,Auto Start
5/9/2025,Hunter Brown,CIN,HOU,23.6,19,21.28571429,Auto Start
5/15/2025,Hunter Brown,TEX,TEX,28,23.6,21.575,Auto Start
5/21/2025,Hunter Brown,TBR,TBR,0,28,22.28888889,Auto Start
5/27/2025,Hunter Brown,ATH,HOU,23,0,20.06,Auto Start
6/1/2025,Hunter Brown,TBR,HOU,23,23,20.32727273,Auto Start
6/7/2025,Hunter Brown,CLE,CLE,13.3,23,20.55,Auto Start
6/14/2025,Hunter Brown,MIN,HOU,25,13.3,19.99230769,Auto Start
6/20/2025,Hunter Brown,LAA,LAA,13,25,20.35,Auto Start
6/26/2025,Hunter Brown,PHI,HOU,27,13,19.86,Auto Start
7/2/2025,Hunter Brown,COL,COL,20,27,20.30625,Auto Start
7/8/2025,Hunter Brown,CLE,HOU,0,20,20.28823529,Auto Start
7/13/2025,Hunter Brown,TEX,HOU,8,0,19.16111111,Auto Start
7/20/2025,Hunter Brown,SEA,SEA,5,8,18.57368421,Auto Start
7/26/2025,Hunter Brown,ATH,HOU,12,5,17.895,Auto Start
8/1/2025,Hunter Brown,BOS,BOS,20,12,17.61428571,Auto Start
8/8/2025,Hunter Brown,NYY,NYY,11.3,20,17.72272727,Auto Start
8/13/2025,Hunter Brown,BOS,HOU,16.6,11.3,17.44347826,Auto Start
8/19/2025,Hunter Brown,DET,DET,16,16.6,17.40833333,Auto Start
8/26/2025,Hunter Brown,COL,HOU,15.6,16,17.352,Auto Start
8/31/2025,Hunter Brown,LAA,HOU,15,15.6,17.28461538,Auto Start
9/6/2025,Hunter Brown,TEX,TEX,24,15,17.2,Auto Start
9/13/2025,Hunter Brown,ATL,ATL,16.6,24,17.44285714,Auto Start
9/19/2025,Hunter Brown,SEA,HOU,16,16.6,17.4137931,Auto Start
9/24/2025,Hunter Brown,ATH,ATH,4,16,17.36666667,Auto Start
4/15/2025,Quinn Priester,DET,MIL,20,9,9,Questionable Start
4/21/2025,Quinn Priester,SFG,SFG,3,20,14.5,Questionable Start
4/26/2025,Quinn Priester,STL,STL,-4,3,10.66666667,NA
5/7/2025,Quinn Priester,HOU,MIL,10,-4,7,Do Not Start
5/13/2025,Quinn Priester,CLE,CLE,11,10,7.6,Do Not Start
5/24/2025,Quinn Priester,PIT,PIT,16,11,8.166666667,Do Not Start
6/10/2025,Quinn Priester,ATL,MIL,21,16,9.285714286,Do Not Start
6/15/2025,Quinn Priester,STL,MIL,20,21,10.75,Questionable Start
6/22/2025,Quinn Priester,MIN,MIN,-1.7,20,11.77777778,Questionable Start
6/28/2025,Quinn Priester,COL,MIL,34,-1.7,10.43,Probably Start
7/4/2025,Quinn Priester,MIA,MIA,-0.4,34,12.57272727,Questionable Start
7/18/2025,Quinn Priester,LAD,LAD,30,-0.4,11.49166667,NA
7/23/2025,Quinn Priester,SEA,SEA,20,30,12.91538462,Probably Start
7/29/2025,Quinn Priester,CHC,MIL,9.6,20,13.42142857,Questionable Start
8/4/2025,Quinn Priester,ATL,ATL,24,9.6,13.16666667,Probably Start
8/10/2025,Quinn Priester,NYM,MIL,-8.7,24,13.84375,Probably Start
8/16/2025,Quinn Priester,CIN,CIN,9.3,-8.7,12.51764706,Questionable Start
8/21/2025,Quinn Priester,CHC,CHC,6.3,9.3,12.33888889,Questionable Start
8/30/2025,Quinn Priester,TOR,TOR,16,6.3,12.02105263,Questionable Start
9/5/2025,Quinn Priester,PIT,PIT,21,16,12.22,Probably Start
9/12/2025,Quinn Priester,STL,MIL,15.3,21,12.63809524,Probably Start
9/18/2025,Quinn Priester,LAA,MIL,16.6,15.3,12.75909091,Probably Start
9/26/2025,Quinn Priester,CIN,MIL,3,16.6,12.92608696,Auto Start
6/27/2025,Sawyer Gipson-Long,MIN,DET,8.3,0.6,0.6,Questionable Start
9/2/2025,Sawyer Gipson-Long,NYM,DET,-4,8.3,4.45,Do Not Start
6/8/2025,Brandon Walter,CLE,CLE,13,16,16,Do Not Start
6/15/2025,Brandon Walter,MIN,HOU,19.6,13,14.5,Do Not Start
6/21/2025,Brandon Walter,LAA,LAA,0,19.6,16.2,Questionable Start
6/27/2025,Brandon Walter,CHC,HOU,21,0,12.15,Do Not Start
7/3/2025,Brandon Walter,COL,COL,0,21,13.92,Questionable Start
7/9/2025,Brandon Walter,CLE,HOU,19,0,11.6,Probably Start
7/18/2025,Brandon Walter,SEA,SEA,19,19,12.65714286,Probably Start
7/23/2025,Brandon Walter,ARI,ARI,19,19,13.45,Questionable Start
4/8/2025,Easton Lucas,BOS,BOS,24.3,20,20,Do Not Start
4/14/2025,Easton Lucas,ATL,TOR,-8,24.3,22.15,Questionable Start
4/20/2025,Easton Lucas,SEA,TOR,-12.4,-8,12.1,Do Not Start
7/29/2025,Easton Lucas,BAL,BAL,-6.4,-12.4,5.975,Do Not Start
4/6/2025,Andre Pallante,BOS,BOS,7.3,13,13,Do Not Start
4/11/2025,Andre Pallante,PHI,STL,26,7.3,10.15,Do Not Start
4/17/2025,Andre Pallante,NYM,NYM,5,26,15.43333333,Questionable Start
4/22/2025,Andre Pallante,ATL,ATL,-4.7,5,12.825,Do Not Start
4/28/2025,Andre Pallante,CIN,CIN,8,-4.7,9.32,Do Not Start
5/4/2025,Andre Pallante,NYM,STL,-10.7,8,9.1,Do Not Start
5/10/2025,Andre Pallante,WSN,WSN,24.3,-10.7,6.271428571,Do Not Start
5/16/2025,Andre Pallante,KCR,KCR,19,24.3,8.525,Do Not Start
5/21/2025,Andre Pallante,DET,STL,4.6,19,9.688888889,Do Not Start
5/27/2025,Andre Pallante,BAL,BAL,7.6,4.6,9.18,Do Not Start
6/3/2025,Andre Pallante,KCR,STL,-6.7,7.6,9.036363636,Questionable Start
6/9/2025,Andre Pallante,TOR,STL,9,-6.7,7.725,Do Not Start
6/14/2025,Andre Pallante,MIL,MIL,7.3,9,7.823076923,Do Not Start
6/20/2025,Andre Pallante,CIN,STL,23,7.3,7.785714286,Questionable Start
6/26/2025,Andre Pallante,CHC,STL,4,23,8.8,Do Not Start
7/1/2025,Andre Pallante,PIT,PIT,21,4,8.5,Questionable Start
7/9/2025,Andre Pallante,WSN,STL,-4,21,9.235294118,Do Not Start
7/18/2025,Andre Pallante,ARI,ARI,-5.4,-4,8.5,Do Not Start
7/23/2025,Andre Pallante,COL,COL,0,-5.4,7.768421053,Do Not Start
7/28/2025,Andre Pallante,MIA,STL,28,0,7.38,Do Not Start
8/3/2025,Andre Pallante,SDP,SDP,7,28,8.361904762,Do Not Start
8/9/2025,Andre Pallante,CHC,STL,-16.4,7,8.3,Do Not Start
8/15/2025,Andre Pallante,NYY,STL,6,-16.4,7.226086957,NA
8/20/2025,Andre Pallante,MIA,MIA,-1.7,6,7.175,Do Not Start
8/26/2025,Andre Pallante,PIT,STL,-5,-1.7,6.82,Do Not Start
8/31/2025,Andre Pallante,CIN,CIN,7,-5,6.365384615,Do Not Start
9/6/2025,Andre Pallante,SFG,STL,11,7,6.388888889,Do Not Start
9/12/2025,Andre Pallante,MIL,MIL,4,11,6.553571429,Do Not Start
9/17/2025,Andre Pallante,CIN,STL,1,4,6.465517241,Do Not Start
9/23/2025,Andre Pallante,SFG,SFG,1.6,1,6.283333333,Do Not Start
4/2/2025,Connor Gillispie,NYM,MIA,15,5,5,Do Not Start
4/8/2025,Connor Gillispie,NYM,NYM,6,15,10,Do Not Start
4/15/2025,Connor Gillispie,ARI,MIA,-5,6,8.666666667,Do Not Start
4/20/2025,Connor Gillispie,PHI,PHI,2,-5,5.25,Do Not Start
4/26/2025,Connor Gillispie,SEA,SEA,-15,2,4.6,NA
4/2/2025,Ryan Pepiot,PIT,TBR,6,17,17,Auto Start
4/9/2025,Ryan Pepiot,LAA,TBR,10,6,11.5,Auto Start
4/15/2025,Ryan Pepiot,BOS,TBR,3,10,11,Auto Start
4/20/2025,Ryan Pepiot,NYY,TBR,12,3,9,Probably Start
4/26/2025,Ryan Pepiot,SDP,SDP,19,12,9.6,NA
5/2/2025,Ryan Pepiot,NYY,NYY,2.3,19,11.16666667,Questionable Start
5/8/2025,Ryan Pepiot,PHI,TBR,15,2.3,9.9,Probably Start
5/14/2025,Ryan Pepiot,TOR,TOR,12,15,10.5375,Probably Start
5/19/2025,Ryan Pepiot,HOU,TBR,5,12,10.7,Probably Start
5/25/2025,Ryan Pepiot,TOR,TBR,27,5,10.13,NA
5/30/2025,Ryan Pepiot,HOU,HOU,19.6,27,11.66363636,Probably Start
6/5/2025,Ryan Pepiot,TEX,TBR,17,19.6,12.325,Probably Start
6/10/2025,Ryan Pepiot,BOS,BOS,11.6,17,12.68461538,Probably Start
6/16/2025,Ryan Pepiot,BAL,TBR,32,11.6,12.60714286,Probably Start
6/21/2025,Ryan Pepiot,DET,TBR,20,32,13.9,Auto Start
6/27/2025,Ryan Pepiot,BAL,BAL,-10.4,20,14.28125,Auto Start
7/2/2025,Ryan Pepiot,ATH,TBR,21,-10.4,12.82941176,Auto Start
7/8/2025,Ryan Pepiot,DET,DET,14,21,13.28333333,Probably Start
7/13/2025,Ryan Pepiot,BOS,BOS,7,14,13.32105263,Probably Start
7/20/2025,Ryan Pepiot,BAL,TBR,9,7,13.005,Auto Start
7/26/2025,Ryan Pepiot,CIN,CIN,18,9,12.81428571,Probably Start
7/31/2025,Ryan Pepiot,NYY,NYY,-7,18,13.05,Questionable Start
8/5/2025,Ryan Pepiot,LAA,LAA,15.6,-7,12.17826087,Probably Start
8/11/2025,Ryan Pepiot,ATH,ATH,12.3,15.6,12.32083333,Probably Start
8/17/2025,Ryan Pepiot,SFG,SFG,7.6,12.3,12.32,Probably Start
8/24/2025,Ryan Pepiot,STL,TBR,21,7.6,12.13846154,Probably Start
8/30/2025,Ryan Pepiot,WSN,WSN,22,21,12.46666667,Probably Start
9/4/2025,Ryan Pepiot,CLE,TBR,24,22,12.80714286,Questionable Start
9/16/2025,Ryan Pepiot,TOR,TBR,-8.4,24,13.19310345,Questionable Start
9/23/2025,Ryan Pepiot,BAL,BAL,2,-8.4,12.47333333,Probably Start
5/20/2025,Ryne Nelson,LAD,LAD,11,3.3,3.3,Do Not Start
5/26/2025,Ryne Nelson,PIT,ARI,23.6,11,7.15,Questionable Start
6/7/2025,Ryne Nelson,CIN,CIN,-10,23.6,12.63333333,Questionable Start
6/13/2025,Ryne Nelson,SDP,ARI,16,-10,6.975,Do Not Start
6/19/2025,Ryne Nelson,TOR,TOR,19.6,16,8.78,Do Not Start
6/24/2025,Ryne Nelson,CHW,CHW,16,19.6,10.58333333,Probably Start
6/30/2025,Ryne Nelson,SFG,ARI,16.6,16,11.35714286,Probably Start
7/5/2025,Ryne Nelson,KCR,ARI,25,16.6,12.0125,Probably Start
